344.19534683,0.00000000,0.00000000
344.22027779,0.00000000,0.00000000
344.23723316,0.00000000,0.00000000
344.25319147,0.00000000,0.00000000
344.26815128,0.00000000,0.00000000
344.28510857,0.00000000,0.00000000
344.30006599,0.00000000,0.00000000
344.31602192,0.00000000,0.00000000
344.33197927,0.00000000,0.00000000
344.34793806,0.00000000,0.00000000
344.36389399,0.00000000,0.00000000
344.37985182,0.00000000,0.00000000
344.39581108,0.00000000,0.00000000
344.41176748,0.00000000,0.00000000
344.42772388,0.00000000,0.00000000
344.44368172,0.00000000,0.00000000
344.46063519,0.00000000,0.00000000
344.47659349,0.00000000,0.00000000
344.49255228,0.00000000,0.00000000
344.50850725,0.00000000,0.00000000
344.52446604,0.00000000,0.00000000
344.54042387,0.00000000,0.00000000
344.55638027,0.00000000,0.00000000
344.57233906,0.00000000,0.00000000
344.58829403,0.00000000,0.00000000
344.60425091,0.00000000,0.00000000
344.62022305,0.00000000,0.00000000
344.63619518,0.00000000,0.00000000
344.65215206,0.00000000,0.00000000
344.66808176,0.00000000,0.00000000
344.68403912,0.00000000,0.00000000
344.69999504,0.00000000,0.00000000
344.71595192,0.00000000,0.00000000
344.73191023,0.00000000,0.00000000
344.74789476,0.00000000,0.00000000
344.76385212,0.00000000,0.00000000
344.77981710,0.00000000,0.00000000
344.79573965,0.00000000,0.00000000
344.81169605,0.00000000,0.00000000
344.82765341,0.00000000,0.00000000
344.84460878,0.00000000,0.00000000
344.86056614,0.00000000,0.00000000
344.87655544,0.00000000,0.00000000
344.89248037,0.00000000,0.00000000
344.90843773,0.00000000,0.00000000
344.92439461,0.00000000,0.00000000
344.94035530,0.00000000,0.00000000
344.95630932,0.00000000,0.00000000
344.97226715,0.00000000,0.00000000
344.98822641,0.00000000,0.00000000
345.00418186,0.00000000,0.00000000
345.02014112,0.00000000,0.00000000
345.03609896,0.00000000,0.00000000
345.05206442,0.00000000,0.00000000
345.06801367,0.00000000,0.00000000
345.08396816,0.00000000,0.00000000
345.09995079,0.00000000,0.00000000
345.11588335,0.00000000,0.00000000
345.13183975,0.00000000,0.00000000
345.14779711,0.00000000,0.00000000
345.16375685,0.00000000,0.00000000
345.17971468,0.00000000,0.00000000
345.19570208,0.00000000,0.00000000
345.21162891,0.00000000,0.00000000
345.22861481,0.00000000,0.00000000
345.24453926,0.00000000,0.00000000
345.26049614,0.00000000,0.00000000
345.27645540,0.00000000,0.00000000
345.29241085,0.00000000,0.00000000
345.30837011,0.00000000,0.00000000
345.32432699,0.00000000,0.00000000
345.34028339,0.00000000,0.00000000
345.35623980,0.00000000,0.00000000
345.37223005,0.00000000,0.00000000
345.38815641,0.00000000,0.00000000
345.40411425,0.00000000,0.00000000
345.42006922,0.00000000,0.00000000
345.43605947,0.00000000,0.00000000
345.45198631,0.00000000,0.00000000
345.46794319,0.00000000,0.00000000
345.48389959,0.00000000,0.00000000
345.49985600,0.00000000,0.00000000
345.51581383,0.00000000,0.00000000
345.53177118,0.00000000,0.00000000
345.54772806,0.00000000,0.00000000
345.56468344,0.00000000,0.00000000
345.58064222,0.00000000,0.00000000
345.59660006,0.00000000,0.00000000
345.61255646,0.00000000,0.00000000
345.62851429,0.00000000,0.00000000
345.64450264,0.00000000,0.00000000
345.66042852,0.00000000,0.00000000
345.67638540,0.00000000,0.00000000
345.69234180,0.00000000,0.00000000
345.70829868,0.00000000,0.00000000
345.72425652,0.00000000,0.00000000
345.74021769,0.00000000,0.00000000
345.75617838,0.00000000,0.00000000
345.77216196,0.00000000,0.00000000
345.78808784,0.00000000,0.00000000
345.80408239,0.00000000,0.00000000
345.82003403,0.00000000,0.00000000
345.83596182,0.00000000,0.00000000
345.85192204,0.00000000,0.00000000
345.86787367,0.00000000,0.00000000
345.88383341,0.00000000,0.00000000
345.90078497,0.00000000,0.00000000
345.91674280,0.00000000,0.00000000
345.93270159,0.00000000,0.00000000
345.94865656,0.00000000,0.00000000
345.96461535,0.00000000,0.00000000
345.98057079,0.00000000,0.00000000
345.99652863,0.00000000,0.00000000
346.01248646,0.00000000,0.00000000
346.02844334,0.00000000,0.00000000
346.04440165,0.00000000,0.00000000
346.06035757,0.00000000,0.00000000
346.07631493,0.00000000,0.00000000
346.09227180,0.00000000,0.00000000
346.10822916,0.00000000,0.00000000
346.12418652,0.00000000,0.00000000
346.14014387,0.00000000,0.00000000
346.15610170,0.00000000,0.00000000
346.17205858,0.00000000,0.00000000
346.18801546,0.00000000,0.00000000
346.20397425,0.00000000,0.00000000
346.21993017,0.00000000,0.00000000
346.23588848,0.00000000,0.00000000
346.25184536,0.00000000,0.00000000
346.26880169,0.00000000,0.00000000
346.28475904,0.00000000,0.00000000
